timestamp,eye_ar,head_direction,observation_complete
1770831339.1591666,0.067,FORWARD,0
1770831339.1998632,0.143,FORWARD,0
1770831339.248847,0.136,FORWARD,0
1770831339.2960415,0.17,FORWARD,0
1770831339.3476062,0.169,FORWARD,0
1770831339.3816931,0.187,FORWARD,0
1770831339.4416177,0.207,FORWARD,0
1770831339.4816072,0.239,FORWARD,0
1770831339.5390065,0.221,FORWARD,0
1770831339.5786388,0.264,FORWARD,0
1770831339.6205897,0.238,FORWARD,0
1770831339.6689446,0.089,FORWARD,0
1770831339.7152467,0.103,FORWARD,0
1770831339.7606237,0.128,FORWARD,0
1770831339.802917,0.107,FORWARD,0
1770831339.847927,0.088,FORWARD,0
1770831339.8891864,0.103,FORWARD,0
1770831339.939,0.136,FORWARD,0
1770831339.9931545,0.191,FORWARD,0
1770831340.036405,0.233,FORWARD,0
1770831340.0788624,0.244,FORWARD,0
1770831340.1347756,0.257,FORWARD,0
1770831340.1745734,0.262,FORWARD,0
1770831340.218294,0.246,FORWARD,0
1770831340.2745285,0.267,FORWARD,0
1770831340.3134112,0.268,FORWARD,0
1770831340.3559,0.29,FORWARD,0
1770831340.4009461,0.269,FORWARD,0
1770831340.4458263,0.262,FORWARD,0
1770831340.496205,0.259,FORWARD,0
1770831340.5411997,0.274,FORWARD,0
1770831340.6734521,0.241,FORWARD,0
1770831340.7180946,0.282,LEFT,0
1770831340.7705681,0.212,LEFT,0
1770831340.8167982,0.272,LEFT,0
1770831341.0107691,0.0,LEFT,0
1770831341.048417,0.0,LEFT,0
1770831341.0810993,0.0,LEFT,0
1770831341.123126,0.0,LEFT,0
1770831341.165008,0.0,LEFT,0
1770831341.2141795,0.48,LEFT,0
1770831341.2572527,0.0,LEFT,0
1770831341.306257,0.408,LEFT,0
1770831341.3467064,0.0,LEFT,0
1770831341.393525,0.0,LEFT,0
1770831341.438197,0.0,LEFT,0
1770831341.4880726,0.0,LEFT,0
1770831341.528939,0.0,LEFT,0
1770831341.5820427,0.0,LEFT,0
1770831341.6400323,0.0,LEFT,0
1770831341.6923554,0.0,LEFT,0
1770831341.72593,0.0,LEFT,0
1770831341.7702732,0.0,LEFT,0
1770831341.8402457,0.0,LEFT,0
1770831341.8662686,0.0,LEFT,0
1770831341.9081447,0.0,LEFT,0
1770831341.9548411,0.0,LEFT,0
1770831342.012341,0.0,LEFT,0
1770831342.0488622,0.0,LEFT,0
1770831342.0935843,0.0,LEFT,0
1770831342.1403508,0.0,LOST,0
1770831342.1868281,0.0,LOST,0
1770831342.2288494,0.0,LOST,0
1770831342.3604767,0.0,LOST,0
1770831342.405557,0.0,LOST,0
1770831342.4464662,0.0,LOST,0
1770831342.4949782,0.0,LOST,0
1770831342.5402353,0.0,LOST,0
1770831342.6059942,0.0,LOST,0
1770831342.6424487,0.0,LOST,0
1770831342.6854248,0.0,LOST,0
1770831342.7256541,0.0,LOST,0
1770831342.778787,0.269,RIGHT,1
1770831342.827145,0.0,RIGHT,1
1770831342.8730936,0.0,RIGHT,1
1770831342.9232101,0.0,RIGHT,1
1770831342.9711814,0.0,RIGHT,1
1770831343.0123916,0.252,FORWARD,1
1770831343.0497952,0.28,FORWARD,1
1770831343.0991383,0.262,FORWARD,1
1770831343.143272,0.291,FORWARD,1
1770831343.1964235,0.185,FORWARD,1
1770831343.2391582,0.247,LEFT,1
1770831343.2752404,0.247,FORWARD,1
1770831343.3282242,0.251,FORWARD,1
1770831343.3686216,0.228,FORWARD,1
1770831343.4119961,0.257,FORWARD,1
1770831343.464737,0.254,FORWARD,1
1770831343.501007,0.223,FORWARD,1
1770831343.5451472,0.205,FORWARD,1
1770831343.6005416,0.183,FORWARD,1
1770831343.6438458,0.176,FORWARD,1
1770831343.6937108,0.153,FORWARD,1
1770831343.7304313,0.217,FORWARD,1
1770831343.782815,0.133,FORWARD,1
1770831343.8237972,0.179,FORWARD,1
1770831343.8819833,0.1,LEFT,1
1770831343.9366443,0.084,FORWARD,1
1770831343.987405,0.042,FORWARD,1
1770831344.012986,0.041,FORWARD,1
1770831344.0582278,0.089,FORWARD,1
1770831344.101514,0.114,FORWARD,1
1770831344.1519327,0.143,FORWARD,1
1770831344.1919491,0.158,FORWARD,1
1770831344.250331,0.169,FORWARD,1
1770831344.2872524,0.123,FORWARD,1
1770831344.339857,0.187,FORWARD,1
1770831344.3781857,0.168,FORWARD,1
1770831344.4249258,0.1,FORWARD,1
1770831344.4735992,0.071,FORWARD,1
1770831344.523521,0.089,FORWARD,1
1770831344.5743735,0.079,FORWARD,1
1770831344.6183088,0.207,FORWARD,1
1770831344.6645858,0.228,FORWARD,1
1770831344.7021446,0.264,FORWARD,1
1770831344.768845,0.25,FORWARD,1
1770831344.805806,0.234,FORWARD,1
1770831344.841372,0.228,FORWARD,1
1770831344.8879225,0.205,FORWARD,1
1770831344.9357085,0.238,FORWARD,1
1770831344.993054,0.146,FORWARD,1
1770831345.028578,0.236,FORWARD,1
1770831345.0747259,0.196,FORWARD,1
1770831345.1343808,0.25,FORWARD,1
1770831345.1659014,0.206,FORWARD,1
1770831345.2260075,0.228,FORWARD,1
1770831345.2737315,0.117,FORWARD,1
1770831345.306682,0.079,FORWARD,1
1770831345.3477705,0.115,FORWARD,1
1770831345.3959284,0.083,FORWARD,1
1770831345.44291,0.017,FORWARD,1
1770831345.496116,0.106,FORWARD,1
1770831345.5402958,0.056,FORWARD,1
1770831345.582543,0.07,FORWARD,1
1770831345.625998,0.06,FORWARD,1
1770831345.672671,0.108,FORWARD,1
1770831345.713377,0.106,FORWARD,1
1770831345.764056,0.09,FORWARD,1
1770831345.8112955,0.101,FORWARD,1
1770831345.8517327,0.138,FORWARD,1
1770831345.8960855,0.124,FORWARD,1
1770831345.953655,0.145,FORWARD,1
1770831345.9959564,0.093,FORWARD,1
1770831346.0400748,0.134,FORWARD,1
1770831346.0749507,0.147,FORWARD,1
1770831346.1372027,0.117,FORWARD,1
1770831346.1764083,0.07,FORWARD,1
1770831346.2300637,0.106,FORWARD,1
1770831346.2707555,0.074,FORWARD,1
1770831346.3175433,0.056,FORWARD,1
1770831346.3597858,0.134,FORWARD,1
1770831346.4103162,0.096,FORWARD,1
1770831346.451888,0.087,FORWARD,1
1770831346.506879,0.129,FORWARD,1
1770831346.541193,0.108,FORWARD,1
1770831346.5842195,0.09,FORWARD,1
1770831346.6317472,0.109,FORWARD,1
1770831346.694581,0.077,FORWARD,1
1770831346.7301297,0.108,FORWARD,1
1770831346.7724848,0.122,FORWARD,1
1770831346.8122857,0.134,FORWARD,1
1770831346.8611603,0.114,FORWARD,1
1770831346.904384,0.121,FORWARD,1
1770831346.9619281,0.138,FORWARD,1
1770831347.005,0.103,FORWARD,1
1770831347.0449572,0.125,FORWARD,1
1770831347.101979,0.067,FORWARD,1
1770831347.143005,0.191,FORWARD,1
1770831347.1919804,0.222,FORWARD,1
1770831347.2387993,0.268,FORWARD,1
1770831347.2791789,0.245,FORWARD,1
1770831347.3215072,0.268,FORWARD,1
1770831347.3667367,0.234,FORWARD,1
1770831347.4112203,0.257,FORWARD,1
1770831347.458462,0.239,FORWARD,1
1770831347.5103333,0.17,FORWARD,1
1770831347.5579724,0.133,FORWARD,1
1770831347.6183634,0.134,FORWARD,1
1770831347.6557024,0.119,FORWARD,1
1770831347.7104077,0.11,FORWARD,1
1770831347.7441528,0.125,FORWARD,1
1770831347.7996554,0.122,FORWARD,1
